time,susceptible,exposed,infected,recovered,new_exposed,new_infected,new_recovered,deaths,error
294,0.9925324440518594,0.0003153836657767349,0.0003167291592314138,0.0065222122468832485,4.0028430276697366e-05,3.6597421967266164e-05,3.1820920203156055e-05,0.00031316360157651466,0.9999999327253273
295,0.9924921465228917,0.0003185455753952303,0.0003198910688499092,0.006554773188486478,4.0432078313101035e-05,3.713561934913772e-05,3.2291842912293674e-05,0.0003148454683948633,1.0000002018240182
296,0.9924510416978513,0.00032177475968645967,0.00032318752781387253,0.006587468679435176,4.0903001022238654e-05,3.767381673100928e-05,3.283004029416524e-05,0.00031625823652227614,0.999999730901309
297,0.9924099368728109,0.0003252730426686248,0.00032621488808690004,0.006620702367765744,4.137392373137627e-05,3.801019009467901e-05,3.330096300330285e-05,0.0003180746526860927,1.0000002018240184
298,0.992368159301043,0.000328704050978056,0.0003291076990144597,0.006654541528150919,4.191212111324783e-05,3.8346563458348734e-05,3.3637336366972575e-05,0.0003196892448317074,1.0000002018240182
299,0.9923258435318935,0.00033233688330568903,0.00033220233396022116,0.006688246139190625,4.238304382238545e-05,3.875021149475241e-05,3.383916038517441e-05,0.000321371111650056,1.0
300,0.9922830568400346,0.00033590244096058815,0.0003358351662878542,0.006721950750230332,4.2652142513321224e-05,3.901931018568819e-05,3.377188571244047e-05,0.0003229857037956707,0.999999730901309
301,0.9922401355988304,0.000339737097306423,0.000339737097306423,0.006755991734633708,4.332488924066068e-05,3.94902328948258e-05,3.3906435057908356e-05,0.00032460029594128534,1.0000002018240182
302,0.9921958015894987,0.00034350447897952397,0.0003439081270159276,0.006790503641746222,4.393036129526619e-05,4.009570494943131e-05,3.4377357767045976e-05,0.00032621488808690004,0.9999999327253274
303,0.992151467580167,0.00034740640999809274,0.0003478100580344964,0.006825284647549671,4.460310802260564e-05,4.049935298583498e-05,3.47137311307157e-05,0.00032789675490524866,0.9999998654506547
304,0.9921062590000899,0.0003516447143803313,0.0003515101650348634,0.006860603850734993,4.507403073174325e-05,4.09702756949726e-05,3.531920318532121e-05,0.0003295786217235973,0.9999995963519636
305,0.9920605794973034,0.00035574846941710195,0.0003555466453989001,0.0068962594272839834,4.5679502786348757e-05,4.1575747749578104e-05,3.579012589445882e-05,0.00033126048854194593,0.9999993945279454
306,0.9920145636211535,0.00036005404847207445,0.00035978494978113865,0.006932655025233048,4.635224951368821e-05,4.197939578598177e-05,3.632832327633038e-05,0.0003334132780694322,1.0000004709227093
307,0.9919678077236034,0.0003641578035088451,0.0003636868807997075,0.006969252447200314,4.6823172222825826e-05,4.258486784058728e-05,3.6597421967266164e-05,0.00033502787021504683,0.9999999327253273
308,0.9919201772553077,0.0003689343052729552,0.00036779063583647814,0.007006051693185782,4.7495918950165276e-05,4.285396653152306e-05,3.693379533093589e-05,0.0003367097370333955,0.9999996636266363
309,0.9918718740402848,0.0003736435323643314,0.0003720289402187167,0.007043389136553122,4.816866567750473e-05,4.3392163913394624e-05,3.74047180400735e-05,0.0003386607025426799,0.9999995963519636
310,0.9918332583781354,0.00036839610789108366,0.0003766708926373589,0.007081062953284131,3.875021149475241e-05,4.386308662253224e-05,3.780836607647718e-05,0.00034034256936102853,0.999999730901309
311,0.9917943063426226,0.0003632159580905699,0.00038090919701959744,0.007119207692724278,3.922113420389002e-05,4.453583334987169e-05,3.8212014112880846e-05,0.0003424280842157808,1.0000000672746727
312,0.9917546815603823,0.0003582376323082579,0.00038508022672910207,0.007157756080200828,3.969205691302764e-05,4.480493204080747e-05,3.8615662149284515e-05,0.0003441099510341294,0.9999998654506547
313,0.9917146531301055,0.00035399932792601937,0.0003883094110203314,0.007196977214404718,3.989388093122947e-05,4.4064910640734075e-05,3.915385953115608e-05,0.00034619546588888177,1.0000001345493454
314,0.9916740865024469,0.00035130834101666157,0.0003897894538204782,0.007236601996645012,4.036480364036709e-05,4.312306522245884e-05,3.94902328948258e-05,0.00034841553008910193,1.0000002018240182
315,0.9916337216988066,0.0003494919248528451,0.0003903949258750837,0.007276563152248975,4.076845167677076e-05,4.238304382238545e-05,4.009570494943131e-05,0.0003501646715801845,1.0000003363733638
316,0.9915927514231117,0.0003480791567254322,0.00038999127783868003,0.007316793406543874,4.0701177004036816e-05,4.211394513144967e-05,4.056662765856893e-05,0.0003522501864349368,0.9999998654506546
317,0.9915520502461076,0.00034666638859801935,0.00038925125643860664,0.007357696407566113,4.076845167677076e-05,4.218121980418361e-05,4.0903001022238654e-05,0.0003542011519442212,0.9999998654506546
318,0.9915108108717217,0.00034572454317974413,0.00038817486167486354,0.007399406704661159,4.0835726349504704e-05,4.23157691496515e-05,4.144119840411021e-05,0.0003560848427807717,1.0000002018240182
319,0.991469773321354,0.0003441099510341294,0.0003867620935474507,0.0074410497270834715,4.09702756949726e-05,4.245031849511939e-05,4.191212111324783e-05,0.00035803580829005607,0.9999997309013092
320,0.9914291394190227,0.000342226260197579,0.00038548387476550574,0.0074834327709058564,4.103755036770654e-05,4.278669185878912e-05,4.2248494476917555e-05,0.0003599867737993405,1.000000269098691
321,0.9913880345939822,0.0003404771187064964,0.00038386928261989104,0.007525412166691839,4.1104825040440485e-05,4.285396653152306e-05,4.238304382238545e-05,0.0003619377393086249,0.9999997309013091
322,0.9913468624942691,0.0003381225051608083,0.00038353290925622133,0.0075673242878050865,4.103755036770654e-05,4.30557905497249e-05,4.211394513144967e-05,0.00036361960612697357,0.9999994618026181
323,0.9913060940425923,0.00033590244096058815,0.0003836674586016892,0.0076086982115364625,4.103755036770654e-05,4.3593987931596455e-05,4.130664905864232e-05,0.00036570512098172585,1.0000000672746727
324,0.991265460140261,0.0003365751876879276,0.0003809764716923314,0.007649601212558701,4.0835726349504704e-05,4.0028430276697366e-05,4.076845167677076e-05,0.0003677233611637442,1.0000003363733636
325,0.9912245571392387,0.00033691156105159734,0.0003786891328193773,0.007690235114890004,4.0835726349504704e-05,4.0162979622165253e-05,4.063390233130287e-05,0.0003695397773275607,0.9999999327253273
326,0.991183788687562,0.000337315209088001,0.0003769399913282947,0.0077306671932031055,4.076845167677076e-05,4.049935298583498e-05,4.0432078313101035e-05,0.00037135619349137726,1.0000000672746727
327,0.9911430875105579,0.00033751703310620285,0.00037532539918268,0.0077708974474980045,4.0701177004036816e-05,4.056662765856893e-05,4.0432078313101035e-05,0.0003729707856369919,0.999999798175982
328,0.9911025208828993,0.000337315209088001,0.0003736435323643314,0.00781139680048384,4.063390233130287e-05,4.0903001022238654e-05,4.063390233130287e-05,0.0003749890258190103,0.9999998654506544
329,0.9910619542552408,0.0003373824837607349,0.000371625292182313,0.007852097977487876,4.0701177004036816e-05,4.076845167677076e-05,4.0835726349504704e-05,0.00037707454067376257,1.0000001345493454
330,0.991021185803564,0.0003371133850697992,0.0003696743266730286,0.007893000978510116,4.056662765856893e-05,4.0903001022238654e-05,4.09702756949726e-05,0.000379025506183047,1.0
331,0.9909802828025418,0.00033664246236066154,0.000367925185181946,0.007934038528877821,4.049935298583498e-05,4.0835726349504704e-05,4.0835726349504704e-05,0.0003805728236559277,0.9999994618026181
332,0.9909402543722651,0.0003365751876879276,0.00036631059303633137,0.007974403332518188,4.063390233130287e-05,4.076845167677076e-05,4.0432078313101035e-05,0.00038252378916521214,1.0000000672746727
333,0.9908996877446065,0.0003363060889969918,0.0003659742196726616,0.008013557192049344,4.036480364036709e-05,4.0835726349504704e-05,3.942295822209186e-05,0.0003843402053290287,0.9999998654506546
334,0.9908591883916207,0.0003359697156333221,0.00036583967032719373,0.008052643776907767,4.0432078313101035e-05,4.0835726349504704e-05,3.881748616748635e-05,0.00038615662149284516,0.9999997981759818
335,0.9908183526652712,0.0003359697156333221,0.0003659742196726616,0.008091393988402518,4.049935298583498e-05,4.0701177004036816e-05,3.8682936822018466e-05,0.0003881075870021296,0.9999997981759818
336,0.990777449664249,0.000336036990306056,0.00036617604369086344,0.00813027874924274,4.056662765856893e-05,4.076845167677076e-05,3.875021149475241e-05,0.00038958762980227635,0.9999995290772908
337,0.9907370175859358,0.0003363060889969918,0.0003662433183635974,0.008168894411392024,4.0701177004036816e-05,4.0701177004036816e-05,3.8682936822018466e-05,0.0003917404193297626,1.0000002018240182
338,0.9906957109368771,0.0003367770117061294,0.0003662433183635974,0.008207779172232244,4.103755036770654e-05,4.056662765856893e-05,3.8884760840220297e-05,0.00039355683549357914,1.0000000672746725
339,0.9906546061118368,0.0003371133850697992,0.0003662433183635974,0.008246798482417932,4.103755036770654e-05,4.063390233130287e-05,3.8884760840220297e-05,0.00039537325165739563,1.0000001345493454
340,0.9906134340121235,0.00033751703310620285,0.00036610876901812953,0.00828581779260362,4.1172099713174436e-05,4.09702756949726e-05,3.901931018568819e-05,0.00039692056913027637,0.9999997981759818
341,0.9905719928137194,0.00033825705450627624,0.00036617604369086344,0.008324971652134777,4.130664905864232e-05,4.076845167677076e-05,3.895203551295424e-05,0.0003988715346395608,1.0000002690986909
342,0.9905306861646608,0.00033886252656088175,0.00036604149434539557,0.008363789138302264,4.144119840411021e-05,4.076845167677076e-05,3.895203551295424e-05,0.0004008225001488452,1.0000002018240182
343,0.9904889085928931,0.0003394679986154872,0.00036617604369086344,0.008402539349797015,4.164302242231205e-05,4.0701177004036816e-05,3.9086584858422134e-05,0.0004027734656581296,0.9999998654506546
344,0.9904475346691617,0.0003398716466518909,0.0003663778677090653,0.008441558659982704,4.1844846440513886e-05,4.0701177004036816e-05,3.895203551295424e-05,0.00040458988182194615,0.9999999327253274
345,0.9904057570973939,0.00034101531608836795,0.0003666469664000011,0.00848037614615019,4.1844846440513886e-05,4.0701177004036816e-05,3.895203551295424e-05,0.0004062044739675608,0.9999999999999999
346,0.9903637104269352,0.00034188988683390927,0.0003669160650909369,0.008519193632317677,4.1844846440513886e-05,4.09702756949726e-05,3.8682936822018466e-05,0.0004081554394768452,0.9999998654506546
347,0.990321529207131,0.00034296628159765236,0.0003672524384546066,0.008558078393157897,4.1844846440513886e-05,4.103755036770654e-05,3.895203551295424e-05,0.0004101736796588636,1.0
348,0.9902792134379813,0.00034397540168866155,0.00036779063583647814,0.008596895879325384,4.2248494476917555e-05,4.1104825040440485e-05,3.875021149475241e-05,0.000412124645168148,0.9999999999999999
349,0.9902370322181772,0.00034498452177967074,0.0003682615585456158,0.008635982464183805,4.2248494476917555e-05,4.137392373137627e-05,3.8884760840220297e-05,0.0004137392373137627,1.0
350,0.9901943128009911,0.0003461281912161478,0.00036913612929115704,0.008674799950351291,4.2652142513321224e-05,4.144119840411021e-05,3.875021149475241e-05,0.0004155556534775792,0.9999999327253273
351,0.9901515261091323,0.00034740640999809274,0.00036974160134576256,0.008713684711191511,4.2652142513321224e-05,4.177757176777994e-05,3.881748616748635e-05,0.0004171702456231939,0.9999995290772907
352,0.9901088066919462,0.00034868462878003773,0.0003706834467640378,0.008752905845395401,4.30557905497249e-05,4.191212111324783e-05,3.8884760840220297e-05,0.00041932303515068015,1.0000004036480363
353,0.9900653472533602,0.00034989557288924876,0.00037169256685504697,0.00879192515558109,4.3392163913394624e-05,4.191212111324783e-05,3.901931018568819e-05,0.0004212067259872306,1.000000067274673
354,0.9900223587374831,0.00035110651699845973,0.0003724998629278543,0.008831011740439512,4.352671325886251e-05,4.197939578598177e-05,3.9086584858422134e-05,0.0004228885928055792,0.9999998654506546
355,0.9899787647495515,0.0003525192851258726,0.0003736435323643314,0.008870300149316137,4.3661262604330406e-05,4.197939578598177e-05,3.915385953115608e-05,0.0004249068329875976,1.0000001345493454
356,0.9899348343882562,0.00035399932792601937,0.0003745853777826066,0.008909521283520027,4.399763596800013e-05,4.211394513144967e-05,3.922113420389002e-05,0.000426857798496882,0.9999997981759817
357,0.9898911058509792,0.0003554793707261662,0.0003759308712372855,0.008949078791087585,4.426673465893591e-05,4.23157691496515e-05,3.922113420389002e-05,0.00042874148933343245,1.0000003363733638
358,0.9898470409403385,0.00035709396287178085,0.0003770072660010286,0.008988434474636944,4.399763596800013e-05,4.2652142513321224e-05,3.9288408876623965e-05,0.00043035608147904715,0.9999999327253272
359,0.989802908755025,0.0003582376323082579,0.0003786891328193773,0.009027790158186302,4.44012840044038e-05,4.278669185878912e-05,3.9288408876623965e-05,0.00043230704698833157,0.9999999327253273
360,0.9897585747456933,0.00035978494978113865,0.00037990007692858825,0.009067549489772063,4.446855867713774e-05,4.298851587699095e-05,3.94902328948258e-05,0.0004343252871703499,1.0000001345493454
361,0.9897152498564527,0.00035971767510840474,0.0003813801197287351,0.009107443370703293,4.3392163913394624e-05,4.332488924066068e-05,3.969205691302764e-05,0.00043620897800690034,1.0
362,0.9896717231431938,0.0003599194991266066,0.0003827928878561479,0.009147404526307256,4.352671325886251e-05,4.345943858612857e-05,3.989388093122947e-05,0.0004379581194979829,0.9999997981759818
363,0.9896281964299349,0.0003601885978175423,0.00038413838131082684,0.009187298407238486,4.379581194979829e-05,4.345943858612857e-05,4.0028430276697366e-05,0.00044004363435273526,0.9999998654506544
364,0.9895842660686397,0.000360592245853946,0.00038555114943823965,0.00922759593620612,4.399763596800013e-05,4.3593987931596455e-05,4.009570494943131e-05,0.00044212914920748755,1.0000001345493454
365,0.9895402684326716,0.0003612649925812855,0.0003866275442019828,0.009268095289191954,4.413218531346802e-05,4.3593987931596455e-05,4.0230254294899204e-05,0.0004437437413531022,0.9999999999999999
366,0.9894960689726855,0.00036213956332682674,0.00038763666429299194,0.009308392818159587,4.413218531346802e-05,4.345943858612857e-05,4.063390233130287e-05,0.0004456947068623866,0.9999999327253273
367,0.9894516004140084,0.0003631486834178359,0.0003884439603657993,0.009349228544509092,4.446855867713774e-05,4.352671325886251e-05,4.0701177004036816e-05,0.000447712947044405,1.0000001345493454
368,0.989407199130004,0.00036375415547244144,0.00038911670709313877,0.009389996996185862,4.460310802260564e-05,4.3593987931596455e-05,4.076845167677076e-05,0.00044959663788095544,0.9999996636266363
369,0.9893625287473086,0.00036509964892712034,0.0003899240031659461,0.0094308999972081,4.467038269533958e-05,4.399763596800013e-05,4.0903001022238654e-05,0.0004516148780629738,1.0000000672746727
370,0.9893175219912496,0.00036577239565445976,0.0003910003979296892,0.009472206646266744,4.5006756059009306e-05,4.419945998620196e-05,4.0903001022238654e-05,0.00045349856889952426,1.0
371,0.9892725152351906,0.0003668487904182029,0.0003917404193297626,0.009513446020652652,4.534312942267903e-05,4.426673465893591e-05,4.123937438590838e-05,0.00045551680908154264,1.0000000672746727
372,0.9892268357324042,0.00036799245985468,0.00039288408876623967,0.009554819944384028,4.5477678768146926e-05,4.4334009331669856e-05,4.144119840411021e-05,0.00045719867589989125,0.999999730901309
373,0.9891816944269998,0.00036886703060022124,0.00039389320885724886,0.009596261142788139,4.554495344088087e-05,4.446855867713774e-05,4.137392373137627e-05,0.00045928419075464354,1.0
374,0.9891359476495407,0.00037007797470943227,0.00039517142763919385,0.009637836890537717,4.5477678768146926e-05,4.460310802260564e-05,4.137392373137627e-05,0.0004613024309366619,1.0000003363733638
375,0.9890899990480634,0.000371625292182313,0.0003957096250210654,0.009679210814269092,4.581405213181665e-05,4.4334009331669856e-05,4.137392373137627e-05,0.00046345522046414817,1.0
376,0.9890442522706043,0.000372903510964258,0.0003966514704393406,0.009720652012673203,4.6150425495486376e-05,4.446855867713774e-05,4.1575747749578104e-05,0.0004654061859734326,0.9999998654506547
377,0.9889979672957634,0.00037465265245534057,0.00039786241454855165,0.00976222776042278,4.621770016822032e-05,4.4737657368073525e-05,4.150847307684416e-05,0.00046735715148271695,1.0000000672746727
378,0.9889513459475587,0.0003759981459100195,0.0003990733586577626,0.00980434170555423,4.628497484095426e-05,4.480493204080747e-05,4.1844846440513886e-05,0.00046930811699200136,1.0000000672746727
379,0.9889048591486995,0.0003776800127283681,0.0004000824787487718,0.009845850178631075,4.6554073531890045e-05,4.5208580077211144e-05,4.191212111324783e-05,0.0004712590825012858,0.9999997309013091
380,0.9888581032511494,0.000378958231510313,0.00040102432416704703,0.009888031398435259,4.6823172222825826e-05,4.5477678768146926e-05,4.218121980418361e-05,0.000473479146701506,0.9999995963519636
381,0.9888112128042539,0.0003806400983286617,0.0004024370922944599,0.009930616266275845,4.6957721568293713e-05,4.554495344088087e-05,4.23157691496515e-05,0.0004754973868835243,1.0000004036480363
382,0.9887641878080129,0.00038212014112880846,0.0004036480364036709,0.009972797486080029,4.7226820259229495e-05,4.561222811361481e-05,4.245031849511939e-05,0.0004773810777200748,1.0000001345493454
383,0.9887165573397173,0.0003838020079471571,0.00040492625518561586,0.01001511325522968,4.729409493196344e-05,4.561222811361481e-05,4.2719417186055174e-05,0.00047933204322935923,0.9999997309013091
384,0.9886689941460943,0.0003853493254200378,0.00040667539667669844,0.0100575635737248,4.763046829563317e-05,4.608315082275243e-05,4.2517593167853336e-05,0.0004812830087386436,0.9999998654506544
385,0.988621296403126,0.00038689664289291855,0.0004079536154586434,0.010100417540256323,4.7899566986568945e-05,4.6150425495486376e-05,4.258486784058728e-05,0.00048336852359339593,0.9999999327253274
386,0.9885731950121213,0.0003887130590567351,0.00040963548227699204,0.010142935133424177,4.810139100477078e-05,4.621770016822032e-05,4.278669185878912e-05,0.0004855213131208822,1.0
387,0.9885247572477528,0.00039059674989328554,0.0004113846237680746,0.010185654550610232,4.8370489695706564e-05,4.64867988591561e-05,4.2719417186055174e-05,0.0004875395533029005,0.9999999327253274
388,0.9884762522087116,0.0003926149900753039,0.0004131337652591572,0.010228844890505424,4.8639588386642346e-05,4.689044689555977e-05,4.2921241204257005e-05,0.0004896923428303867,1.000000538197382
389,0.9884272762469613,0.00039422958222091857,0.00041474835740477184,0.010272035230400618,4.877413773211023e-05,4.7024996241027664e-05,4.312306522245884e-05,0.0004917105830124051,1.0
390,0.9883784348345565,0.00039597872371200114,0.0004164302242231205,0.010315427394314012,4.917778576851391e-05,4.729409493196344e-05,4.332488924066068e-05,0.0004937960978671574,1.0000000672746727
391,0.988328987950097,0.00039819878791222136,0.000418246640386937,0.010358819558227407,4.9312335113981796e-05,4.736136960469739e-05,4.3593987931596455e-05,0.0004957470633764418,1.0
392,0.9882792046922739,0.00040001520407603785,0.0004201976058962214,0.010402548095504472,4.9514159132183634e-05,4.763046829563317e-05,4.372853727706435e-05,0.0004976980288857263,0.9999996636266364
393,0.9882294214344508,0.0004021679936035241,0.0004221485714055058,0.01044634390745427,4.985053249585336e-05,4.7966841659302896e-05,4.393036129526619e-05,0.0004999180930859464,1.0
394,0.9881788981552275,0.00040425350845827644,0.0004241668115875242,0.010490476092767737,5.005235651405519e-05,4.810139100477078e-05,4.413218531346802e-05,0.0005021381572861666,0.9999999327253273
395,0.9881289130733862,0.0004063390233130287,0.0004259832277513407,0.010534810102099407,5.025418053225703e-05,4.830321502297262e-05,4.4334009331669856e-05,0.0005042236721409189,1.0000002690986909
396,0.9880779188714539,0.0004087609115314507,0.000428068742606093,0.01057900956208561,5.059055389592675e-05,4.870686305937629e-05,4.453583334987169e-05,0.0005061746376502033,0.9999999327253273
397,0.9880269919441943,0.00041057732769526727,0.0004299524334426435,0.010623881768799151,5.079237791412859e-05,4.877413773211023e-05,4.453583334987169e-05,0.0005082601525049557,0.9999996636266363
398,0.9879758631929165,0.0004132010399318911,0.00043210522297012973,0.010668686700839957,5.119602595053226e-05,4.911051109577996e-05,4.480493204080747e-05,0.0005106147660506437,1.0000004709227093
399,0.9879240616949114,0.0004154211041321113,0.000434190737824882,0.010713760731571702,5.159967398693593e-05,4.937960978671574e-05,4.5006756059009306e-05,0.0005128348302508639,1.0000002690986909
